423245641,414691355,1.0,10000
423245641,410802620,1.0,10000
423245641,419549837,1.0,10000
423245641,419485281,1.0,10000
423245641,412016420,1.0,10000
423245641,421160284,1.0,10000
423245641,420513422,1.0,10000
423245641,420500507,1.0,10000
423245641,421203274,1.0,10000
423245641,416933311,1.0,10000
423245641,33340138,1.0,10000
423245641,421423368,1.0,10000
423245641,30870137,1.0,10000
423245641,407838716,1.0,10000
423245641,417908273,1.0,10000
423245641,418316404,1.0,10000
423245641,414670117,1.0,10000
423245641,418602540,1.0,10000
423245641,420500511,1.0,10000
423245641,412268350,1.0,10000
423245641,34899626,1.0,10000
423245641,416531764,1.0,10000
423245641,29483200,1.0,10000
423245641,419238656,1.0,10000
423245641,37240741,1.0,10000
423245641,38846209,1.0,10000
423245641,36921820,1.0,10000
423245641,418654949,1.0,10000
423245641,421203736,1.0,10000
423245641,418603101,1.0,10000
111450065,29738501,1.0,10000
111450065,33544451,1.0,10000
111450065,82159,1.0,10000
111450065,27902104,1.0,10000
111450065,31134629,1.0,10000
111450065,254352,1.0,10000
111450065,174462,1.0,10000
111450065,34923884,1.0,10000
111450065,254355,1.0,10000
111450065,29800739,1.0,10000
111450065,201873,1.0,10000
111450065,28557031,1.0,10000
111450065,139177,1.0,10000
111450065,511369,1.0,10000
111450065,25813883,1.0,10000
111450065,27901399,1.0,10000
111450065,25901083,1.0,10000
111450065,493981,1.0,10000
